sl no,District,Block,School Name,UDISE Code
464,Longleng,Longleng,GPS Hongnyu,13090600506
465,Longleng,Longleng,GPS Pongo A,13090600501
466,Longleng,Longleng,GPS Pongo B,13090600502
467,Longleng,Longleng,GHS Sakshi,13090600703
468,Longleng,Longleng,GPS Sakshi A,13090600701
469,Longleng,Longleng,GPS Sakshi B,13090600702
470,Longleng,Longleng,GPS Yimchong,13090600705
471,Longleng,Longleng,GHS Yachem,13090601003
472,Longleng,Longleng,GHS Yaongyimchen,13090601105
473,Longleng,Longleng,GPS Alayong,13090602201
474,Longleng,Longleng,GPS Noksosang,13090602301
475,Longleng,Longleng,GPS Yachem A,13090601001
476,Longleng,Longleng,GPS Yachem B,13090601002
477,Longleng,Longleng,GPS Yaongyimchen A,13090601101
478,Longleng,Longleng,GMS Auching A,13090600905
479,Longleng,Longleng,GMS Yangching,13090600802
480,Longleng,Longleng,GPS Auching B,13090600902
481,Longleng,Longleng,GHS Yonghphang,13090601301
482,Longleng,Longleng,GPS Yongphang A,13090601303
483,Longleng,Longleng,GPS Yongphang B,13090601302
484,Longleng,Tamlu,GMS Anaikhai Phom Khel,13090701501
485,Longleng,Tamlu,GPS Ladigarh,13090701401
486,Longleng,Tamlu,GPS Shamnyuching,13090701201
487,Longleng,Tamlu,GHS Buranamsang,13090701304
488,Longleng,Tamlu,GPS Buranamsang A,13090701301
489,Longleng,Tamlu,GPS Buranamsang B,13090701302
490,Longleng,Tamlu,GPS Buranamsang C,13090701303
491,Longleng,Tamlu,GPS Ngetchongching,13090701101
492,Longleng,Tamlu,GPS Yonglok,13090701803
493,Longleng,Tamlu,GPS Nyang B,13090700502
494,Longleng,Tamlu,GMS Nyang B,13090700503
495,Longleng,Tamlu,GMS Yongam,13090700405
496,Longleng,Tamlu,GPS  Mechong,13090700505
497,Longleng,Tamlu,GPS Namhaching,13090701903
498,Longleng,Tamlu,GMS Shetap,13090701003
499,Longleng,Tamlu,GHS K. Khel Tamlu,13090700901
500,Longleng,Tamlu,GHS Kangching,13090700706
501,Longleng,Tamlu,GHS Tamlu,13090700603
502,Longleng,Tamlu,GMS Tamlu Town,13090700608
503,Longleng,Tamlu,GMS Tamlu Village B,13090700903
504,Longleng,Tamlu,GPS Kangching A,13090700701
505,Longleng,Tamlu,GPS Kangching B,13090700702
506,Longleng,Tamlu,GPS Netnyu,13090702002
507,Longleng,Tamlu,GPS Tamlu Town A,13090700607
508,Longleng,Tamlu,GPS Tamlu Village A,13090700902
509,Longleng,Tamlu,GHS Yotan,13090700201
510,Longleng,Tamlu,GMS Tangha,13090700308
511,Longleng,Tamlu,GPS Tangha A,13090700301
512,Longleng,Tamlu,GPS Tangha C,13090700307
513,Longleng,Tamlu,GHS Yongnyah,13090700810
514,Longleng,Tamlu,GPS Shamsang D,13090700809
515,Longleng,Tamlu,GPS Yongnyah A,13090700801
516,Longleng,Tamlu,GPS Yongnyah C,13090700803
517,Longleng,Tamlu,GMS Yongshei,13090700108
518,Longleng,Tamlu,GPS Yongshei B,13090700102
519,Longleng,Tamlu,GPS Yongshei C,13090700104
520,Mokokchung,Changtongya,GMS Anaki Yimsen,13030401702
521,Mokokchung,Changtongya,GPS Anaki C,13030401801
522,Mokokchung,Changtongya,GPS Luyim Lenden,13030402001
523,Mokokchung,Changtongya,GHS Asangma,13030400403
524,Mokokchung,Changtongya,GPS Ongjina,13030400402
525,Mokokchung,Changtongya,GMS Kelingmen,13030400305
526,Mokokchung,Changtongya,GHS R C Chiten Jamir Memorial,13030400506
527,Mokokchung,Changtongya,GMS Changtongya A,13030400513
528,Mokokchung,Changtongya,GPS Changtongya B,13030400504
529,Mokokchung,Changtongya,GPS Electrical,13030400505
530,Mokokchung,Changtongya,GPS Windy Ward,13030400514
531,Mokokchung,Changtongya,GHS Changtongya B,13030400606
532,Mokokchung,Changtongya,GPS Changtongya Yimsen,13030400701
533,Mokokchung,Changtongya,GPS Longzung,13030400603
534,Mokokchung,Changtongya,GPS Ongpang,13030400602
535,Mokokchung,Changtongya,GHS Kangtsung,13030401403
536,Mokokchung,Changtongya,GPS Kangtsung,13030401402
537,Mokokchung,Changtongya,GPS Wamaken,13030401501
538,Mokokchung,Changtongya,GHS Longrimendang Ao,13030401308
539,Mokokchung,Changtongya,GPS Tzudikong B,13030401307
540,Mokokchung,Changtongya,GHS Merachiba Memorial Merangkong,13030401104
541,Mokokchung,Changtongya,GMS Mopongsen Merangkong,13030401107
542,Mokokchung,Changtongya,GPS Awatsung Merangkong,13030401002
543,Mokokchung,Changtongya,GPS Gate Merangkong,13030401001
544,Mokokchung,Changtongya,GPS Pongentenem Merangkong,13030401101
545,Mokokchung,Changtongya,GHSS Tuli,13030401206
546,Mokokchung,Changtongya,GMS Tuli A,13030401212
547,Mokokchung,Changtongya,GMS Tuli C,13030401213
548,Mokokchung,Changtongya,GPS Aopenzu,13030401901
549,Mokokchung,Changtongya,GPS Longli Lenden,13030401205
550,Mokokchung,Changtongya,GPS Tuli B,13030401202
551,Mokokchung,Changtongya,GPS Tuli F,13030401211
552,Mokokchung,Changtongya,GHS Unger,13030400104
553,Mokokchung,Changtongya,GMS Akhoya,13030400206
554,Mokokchung,Changtongya,GPS Longchara,13030400515
555,Mokokchung,Changtongya,GPS Tzumokong,13030400501
556,Mokokchung,Changtongya,GHS Yaongyimsen,13030400902
557,Mokokchung,Changtongya,GPS Alimang Yoangyimsen,13030400802
558,Mokokchung,Changtongya,GPS Liroyimti,13030402101
559,Mokokchung,Khensa,GMS Aliba,13030200701
560,Mokokchung,Khensa,GPS Kinunger,13030200801
561,Mokokchung,Khensa,GPS Longjongkong,13030200401
562,Mokokchung,Khensa,GMS Khensa,13030201105
563,Mokokchung,Khensa,GPS Amenyong,13030201103
564,Mokokchung,Khensa,GPS Kongrokong,13030201102
565,Mokokchung,Khensa,GPS Mekuli,13030200501
566,Mokokchung,Khensa,GHS Longkhum,13030200105
567,Mokokchung,Khensa,GMS Alichen,13030201004
568,Mokokchung,Khensa,GPS Longmariju,13030200102
569,Mokokchung,Khensa,GPS Pongensalang,13030200103
570,Mokokchung,Khensa,GHS Mangmetong,13030200907
571,Mokokchung,Khensa,GPS Mangalepden,13030200901
572,Mokokchung,Khensa,GPS Sungkum,13030200903
573,Mokokchung,Khensa,GHSS N. I. Jamir,13030200603
574,Mokokchung,Khensa,GMS Yimyu,13030200602
575,Mokokchung,Khensa,GMS Sabangya Compound,13030200302
576,Mokokchung,Khensa,GPS Chungtai B,13030200202
577,Mokokchung,Khensa,GPS Chungtai C,13030200203
578,Mokokchung,Kubolong,GMS Longzung,13030301106
579,Mokokchung,Kubolong,GMS Salulamang,13030301002
580,Mokokchung,Kubolong,GPS Chuchuyimlang Town,13030301201
581,Mokokchung,Kubolong,GPS Impang,13030301103
582,Mokokchung,Kubolong,GPS Mongda,13030301102
583,Mokokchung,Kubolong,Langpangkong Tsukong GHS Chuchuyimlang,13030301203
584,Mokokchung,Kubolong,GHS Longjang,13030300605
585,Mokokchung,Kubolong,GMS Longpa,13030300102
586,Mokokchung,Kubolong,GPS Imrongriju,13030300603
587,Mokokchung,Kubolong,GPS Khanimu,13030301801
588,Mokokchung,Kubolong,GPS Longjang Compound,13030300608
589,Mokokchung,Kubolong,GHS Yimsemyong,13030301403
590,Mokokchung,Kubolong,GPS Imrongtema,13030301302
591,Mokokchung,Kubolong,GPS Shitilong,13030301303
592,Mokokchung,Kubolong,Subong GHS Mongsenyimti,13030301306
593,Mokokchung,Kubolong,GHS Kubolong,13030300202
594,Mokokchung,Kubolong,GPS Chami,13030300501
595,Mokokchung,Kubolong,GPS Mangkolong,13030300404
596,Mokokchung,Kubolong,GPS Mopungchuket B,13030300402
597,Mokokchung,Kubolong,Yajen Aier GHS Mopungchuket,13030300403
598,Mokokchung,Kubolong,GHS Phangsang,13030300702
599,Mokokchung,Kubolong,GMS Longkong,13030301502
600,Mokokchung,Kubolong,GMS Salukong Chakpa,13030301603
601,Mokokchung,Kubolong,GMS Yaongyimti New,13030300902
602,Mokokchung,Kubolong,GPS Chakpa A,13030301604
603,Mokokchung,Kubolong,GPS Yaongyimti Old,13030300801
604,Mokokchung,Kubolong,GHS Sungratsu,13030300304
605,Mokokchung,Kubolong,GPS Alongmen,13030300301
606,Mokokchung,Kubolong,GPS Yimchalu,13030301701
607,Mokokchung,Mangkolemba,GHS Alongkima,13030500702
608,Mokokchung,Mangkolemba,GMS Waromung Compound,13030500804
609,Mokokchung,Mangkolemba,GMS Yimjenkimong,13030500902
610,Mokokchung,Mangkolemba,GPS Yimrongmen,13030500801
611,Mokokchung,Mangkolemba,GPS Yimsenkiong,13030500802
612,Mokokchung,Mangkolemba,GHS Alongtaki,13030503402
613,Mokokchung,Mangkolemba,GPS Japu,13030501501
614,Mokokchung,Mangkolemba,GPS Longjemdang,13030501401
615,Mokokchung,Mangkolemba,GHS Changki,13030500105
616,Mokokchung,Mangkolemba,GPS Sangpangmen,13030500130
617,Mokokchung,Mangkolemba,GPS Aodang,13030500104
618,Mokokchung,Mangkolemba,GPS Tekongkulem,13030500103
619,Mokokchung,Mangkolemba,GHS Dibuia,13030500605
620,Mokokchung,Mangkolemba,GMS Mongchen,13030500502
621,Mokokchung,Mangkolemba,GPS Dibuia,13030500603
622,Mokokchung,Mangkolemba,GHS Atu Mepu Khar,13030500405
623,Mokokchung,Mangkolemba,GMS Chungliyimsen,13030500302
624,Mokokchung,Mangkolemba,GPS Imrongmen,13030500401
625,Mokokchung,Mangkolemba,GPS Tongpangriju,13030500404
626,Mokokchung,Mangkolemba,GHS Longchem,13030503702
627,Mokokchung,Mangkolemba,GHS Noklangsangba,13030504002
628,Mokokchung,Mangkolemba,GMS Aonokpu,13030503603
629,Mokokchung,Mangkolemba,GPS Longchem,13030503701
630,Mokokchung,Mangkolemba,GHSS Mangkolemba II,13030503206
631,Mokokchung,Mangkolemba,GMS Mangkolemba II,13030503212
632,Mokokchung,Mangkolemba,GPS Imsenchang,13030503202
633,Mokokchung,Mangkolemba,GPS Mangkolemba III,13030503204
634,Mokokchung,Mangkolemba,GPS Mangkolemba IV,13030503205
635,Mokokchung,Mangkolemba,GHS Mulongkimong,13030501003
636,Mokokchung,Mangkolemba,GPS Aonglenden,13030501001
637,Mokokchung,Mangkolemba,GPS Pongentenem,13030501002
638,Mokokchung,Mangkolemba,GHS Mulongyimsen,13030501103
639,Mokokchung,Mangkolemba,GMS Mary Mead Luyong,13030501110
640,Mokokchung,Mangkolemba,GPS Lidang,13030501102
641,Mokokchung,Mangkolemba,GPS Rongpang,13030501101
642,Mokokchung,Mangkolemba,GMS Changdang,13030503502
643,Mokokchung,Mangkolemba,GMS Nokpu,13030503803
644,Mokokchung,Mangkolemba,GPS Lakhuni,13030503301
645,Mokokchung,Mokokchung Village,GHS Dilong,13030101401
646,Mokokchung,Mokokchung Village,GMS Alempang,13030102303
647,Mokokchung,Mokokchung Village,GMS Salangtem,13030101804
648,Mokokchung,Mokokchung Village,GMS Tongdentsuyong,13030102403
649,Mokokchung,Mokokchung Village,GPS Kichutip,13030102201
650,Mokokchung,Mokokchung Village,GHS Imzuluba Longsa,13030100706
651,Mokokchung,Mokokchung Village,GMS Imnatsungda,13030100709
652,Mokokchung,Mokokchung Village,GPS Chubayimkum,13030100901
653,Mokokchung,Mokokchung Village,GPS Longmenden,13030100702
654,Mokokchung,Mokokchung Village,GHS Longmisa,13030100505
655,Mokokchung,Mokokchung Village,GPS Jangjang,13030100504
656,Mokokchung,Mokokchung Village,GPS Longmisa Old,13030100503
657,Mokokchung,Mokokchung Village,GPS Meyilong,13030100801
658,Mokokchung,Mokokchung Village,GPS Moalenden,13030101201
659,Mokokchung,Mokokchung Village,GMS Kumlong,13030102703
660,Mokokchung,Mokokchung Village,GMS Mokokchung Town,13030102602
661,Mokokchung,Mokokchung Village,GMS Pongentola,13030101601
662,Mokokchung,Mokokchung Village,GMS Senkalemba,13030102606
663,Mokokchung,Mokokchung Village,GPS Mongsenbai,13030104501
664,Mokokchung,Mokokchung Village,Mayangnokcha GHSS,13030102701
665,Mokokchung,Mokokchung Village,GHS Chuchuyimpang,13030100603
666,Mokokchung,Mokokchung Village,GHS Mokokchung Villlage,13030100205
667,Mokokchung,Mokokchung Village,GMS Alisungkum,13030101502
668,Mokokchung,Mokokchung Village,GMS Sungkomen,13030102502
669,Mokokchung,Mokokchung Village,GPS Alidongdong,13030100601
670,Mokokchung,Mokokchung Village,GPS Arjuma,13030100201
671,Mokokchung,Mokokchung Village,GPS New Police Reserve,13030100606
672,Mokokchung,Mokokchung Village,GPS Yimtsungda,13030100202
673,Mokokchung,Mokokchung Village,GHS Sumi,13030101906
674,Mokokchung,Mokokchung Village,GMS Ab Sector,13030102803
675,Mokokchung,Mokokchung Village,GMS Artang,13030101706
676,Mokokchung,Mokokchung Village,GPS Lijaba Lijen,13030104601
677,Mokokchung,Mokokchung Village,GPS Medical,13030101901
678,Mokokchung,Mokokchung Village,GMS Imrong,13030100408
679,Mokokchung,Mokokchung Village,GMS Kubza,13030101102
680,Mokokchung,Mokokchung Village,GMS Marepkong,13030102004
681,Mokokchung,Mokokchung Village,GMS Settsu,13030100302
682,Mokokchung,Mokokchung Village,GPS Liden,13030100409
683,Mokokchung,Mokokchung Village,GPS Mangkusong,13030100401
684,Mokokchung,Mokokchung Village,GPS Ungma Old,13030100402
685,Mokokchung,Mokokchung Village,Senayangba GHSS,13030100405
686,Mokokchung,Watiyim,GPS Aokum,13030601601
687,Mokokchung,Watiyim,GPS Aosenden,13030601701
688,Mokokchung,Watiyim,GPS Aosungkum,13030601801
689,Mokokchung,Watiyim,GPS Vikuto,13034100003
690,Mokokchung,Watiyim,GMS Chungtiayimsen,13030601102
691,Mokokchung,Watiyim,GMS Moayimti,13030601502
692,Mokokchung,Watiyim,GPS Medemyim,13030601201
693,Mokokchung,Watiyim,GPS Longtho,13030602701
694,Mokokchung,Watiyim,GMS Merayim,13030602503
695,Mokokchung,Watiyim,GPS Nec Farm,13030602901
696,Mokokchung,Watiyim,GPS Nokon,13030602801
697,Mokokchung,Watiyim,GPS Satsukba,13030600301
698,Mokokchung,Watiyim,GHS Saring,13030601901
699,Mokokchung,Watiyim,GPS Aonokpu yimsen,13030602601
700,Mokokchung,Watiyim,GMS Tsuremmen,13030602002
701,Mokokchung,Watiyim,GPS Akumen,13030602101
702,Mokokchung,Watiyim,GPS Puneboto,13030600901
703,Mokokchung,Watiyim,GPS Shihapumi,13030600401
704,Mokokchung,Watiyim,GPS Zuxushi,13030600601
705,Mokokchung,Watiyim,GHS Tsurangkong,13030600102
706,Mokokchung,Watiyim,GMS Longpayimsen,13030601006
707,Mokokchung,Watiyim,GPS Atuphumi,13030600201
708,Mokokchung,Watiyim,GPS Watiyim,13030600104
709,Mokokchung,Watiyim,GHS Yajang C,13030602403
710,Mokokchung,Watiyim,GMS Yajang A,13030602202
711,Mokokchung,Watiyim,GPS Yajang B,13030602301
712,Mon,Aboi,GHSS Aboi Town,13010402301
713,Mon,Aboi,GMS Aboi Town,13010402302
714,Mon,Aboi,GPS Aboi Town A,13010401101
715,Mon,Aboi,GPS Aboi Town B,13010401108
716,Mon,Aboi,GPS Aboi Town D,13010401110
717,Mon,Aboi,GMS Ngangching,13010401403
718,Mon,Aboi,GHS Angjangyang,13010402106
719,Mon,Aboi,GPS Angjangyang,13010402103
720,Mon,Aboi,GMS Angphang,13010401801
721,Mon,Aboi,GPS Angphang A,13010401802
722,Mon,Aboi,GPS Angphang B,13010401803
723,Mon,Aboi,GPS Aopao Changle,13010403401
724,Mon,Aboi,GPS Aopao,13010401501
725,Mon,Aboi,GPS Changlang,13010401703
726,Mon,Aboi,GPS Changlang B,13010401702
727,Mon,Aboi,GMS Chaoha Chingnyu,13010400801
728,Mon,Aboi,GPS Chaoha Chinglen,13010400901
729,Mon,Aboi,GPS Chaoha Chingnyu B,13010400803
730,Mon,Aboi,GPS Chaoha Tonko,13010400804
731,Mon,Aboi,GHS Chen,13010400102
732,Mon,Aboi,GPS Chen Town,13010400101
733,Mon,Aboi,GMS Choknyu,13010401002
734,Mon,Aboi,GHS Chenloisho,13010400301
735,Mon,Aboi,GPS Chenloisho A,13010400302
736,Mon,Aboi,GPS Chenloisho B,13010400303
737,Mon,Aboi,GPS Chenloisho C,13010400304
738,Mon,Aboi,GPS Chenloisho D Hozu,13010403001
739,Mon,Aboi,GPS Chenloisho Longkhao E,13010403101
740,Mon,Aboi,GMS Chenmoho,13010400401
741,Mon,Aboi,GPS Chenmoho Bohlo,13010400405
742,Mon,Aboi,GPS Chenmoho Hahkhi,13010403301
743,Mon,Aboi,GPS Chenmoho Motok,13010400402
744,Mon,Aboi,GPS Chen Wetnyu Koisho,13010403201
745,Mon,Aboi,GMS Chen Wetnyu A,13010400206
746,Mon,Aboi,GPS Chen Wetnyu A,13010400201
747,Mon,Aboi,GHS Chingnyu,13010400606
748,Mon,Aboi,GPS Chingnyu A,13010400602
749,Mon,Aboi,GPS Chingnyu B,13010400603
750,Mon,Aboi,GPS Chingpong,13010403601
751,Mon,Aboi,GPS Nyaho,13010400604
752,Mon,Aboi,GMS Chingkao Chingha,13010400703
753,Mon,Aboi,GPS Chingkao Chingha Watok,13010400702
754,Mon,Aboi,GMS Chinglong,13010401201
755,Mon,Aboi,GPS Chinglong B,13010401204
756,Mon,Aboi,GMS Jakphang,13010401901
757,Mon,Aboi,GPS Jakphang A,13010401902
758,Mon,Aboi,GPS Jakphang B,13010401903
759,Mon,Aboi,GMS Langmeing A,13010401301
760,Mon,Aboi,GPS Langmeing B,13010401303
761,Mon,Aboi,GHS Longching,13010402003
762,Mon,Aboi,GPS Longching A,13010402001
763,Mon,Aboi,GPS Longching B,13010402002
764,Mon,Aboi,GPS Longching Hq,13010402801
765,Mon,Aboi,GPS Mohung,13010402201
766,Mon,Aboi,GPS Mohung Changai,13010403501
767,Mon,Aboi,GMS Sowa,13010401605
768,Mon,Aboi,GPS Sowa Changle,13010402701
769,Mon,Aboi,GMS Wangti,13010400501
770,Mon,Aboi,GPS Langsai Wangti,13010402901
771,Mon,Aboi,GPS Wangti,13010400502
772,Mon,Mon,GMS Chi,13010701402
773,Mon,Mon,GMS Leangha,13010701303
774,Mon,Mon,GPS Guhching,13010701501
775,Mon,Mon,GMS Hongphoi,13010700601
776,Mon,Mon,GPS Hongphoi,13010700602
777,Mon,Mon,GMS Wangla,13010701202
778,Mon,Mon,GMS Leangnyu,13010701702
779,Mon,Mon,GPS Leangnyu Chingla,13010707401
780,Mon,Mon,GMS Longkei,13010700701
781,Mon,Mon,GMS Pongkong,13010700501
782,Mon,Mon,GMS Longwa,13010703801
783,Mon,Mon,GPS Longwa,13010703802
784,Mon,Mon,GPS Longwa Wasa,13010704501
785,Mon,Mon,GMS Longzang,13010703502
786,Mon,Mon,GPS Pukha,13010703401
787,Mon,Mon,GPS Wetting,13010703601
788,Mon,Mon,GHSS Mon,13010705823
789,Mon,Mon,GMS Mon Town A,13010705831
790,Mon,Mon,GPS Papong Mon Town,13010705804
791,Mon,Mon,GPS Mon Town B,13010705802
792,Mon,Mon,"GPS Shamnyu Ward, Mon Town",13010705837
793,Mon,Mon,"GPS Tompang Ward, Mon Town",13010705838
794,Mon,Mon,GHSS Mon Town C,13010705833
795,Mon,Mon,GPS Mon Town C,13010705803
796,Mon,Mon,GHSS Mon Town D,13010705834
797,Mon,Mon,GMS Mon Town D,13010705828
798,Mon,Mon,"GPS Jahjon Ward, Mon Town",13010705836
799,Mon,Mon,GHS Mon Village,13010700904
800,Mon,Mon,GPS Mon Village,13010700902
801,Mon,Mon,GHS Phomching,13010703101
802,Mon,Mon,GPS Phomching,13010703104
803,Mon,Mon,GMS Nyahnyu,13010703702
804,Mon,Mon,GMS Lampong Sheanghah,13010701603
805,Mon,Mon,GMS Phuktong,13010700401
806,Mon,Mon,GPS Tuimei,13010701802
807,Mon,Mon,GHS Shangnyu,13010701101
808,Mon,Mon,GPS Longphaoh,13010701901
809,Mon,Mon,GPS Shangnyu,13010701102
810,Mon,Mon,GMS Nyasa,13010703302
811,Mon,Mon,GPS Shangnyu Hq.,13010701104
812,Mon,Mon,GMS Sheanghah Chingnyu,13010704101
813,Mon,Mon,GMS Longshen,13010703202
814,Mon,Mon,GMS Sheanghah Wamsa,13010703904
815,Mon,Mon,GMS Sheanghah Tangten,13010704001
816,Mon,Mon,GMS Sheanghah Mokok,13010704202
817,Mon,Mon,GMS Yuching,13010702301
818,Mon,Mon,GMS Tangnyu,13010701001
819,Mon,Mon,GPS Tangnyu B,13010701003
820,Mon,Mon,GHS Totok Chingnyu,13010700104
821,Mon,Mon,GPS Totok Chingnyu A,13010700102
822,Mon,Mon,GPS Totok Chingnyu B,13010700103
823,Mon,Mon,GMS Totok Chingha,13010700302
824,Mon,Mon,GMS Totok Chingkho,13010700201
825,Mon,Tizit,GHS Jaboka,13010200204
826,Mon,Tizit,GPS Jaboka A,13010200203
827,Mon,Tizit,GPS Jaboka B,13010200202
828,Mon,Tizit,GPS Neitong,13010201401
829,Mon,Tizit,GPS Old Jaboka,13010202801
830,Mon,Tizit,GPS Yanpan,13010201501
831,Mon,Tizit,GMS Loakho,13010201202
832,Mon,Tizit,GPS Hunta Hq.,13010203601
833,Mon,Tizit,GHS Loakkun,13010200501
834,Mon,Tizit,GMS Nokzang,13010201304
835,Mon,Tizit,GPS Loakhun,13010200502
836,Mon,Tizit,GPS Tingalibam,13010201601
837,Mon,Tizit,GMS Oting,13010200602
838,Mon,Tizit,GPS Longlam,13010202301
839,Mon,Tizit,GMS Lapa,13010201902
840,Mon,Tizit,GMS Lapa Lampong,13010200802
841,Mon,Tizit,GHSS Tizit,13010200703
842,Mon,Tizit,GMS Tizit Town B,13010200715
843,Mon,Tizit,GPS Tizit Town A,13010200701
844,Mon,Tizit,GPS Olea Shangsa,13010203301
845,Mon,Tizit,GPS Phuktong Tingsa,13010203701
846,Mon,Tizit,GPS Nangtan,13010202401
847,Mon,Tizit,GMS Shangsa,13010200301
848,Mon,Tizit,GPS Tela,13010201701
849,Mon,Tizit,GHS Tizit Village,13010200407
850,Mon,Tizit,GPS Monlem Sector,13010200402
851,Mon,Tizit,GPS Tekang,13010203102
852,Mon,Tizit,GPS Tizit Village,13010200403
853,Mon,Tizit,GMS Zakho,13010201002
854,Mon,Tizit,GPS Ngangthing,13010200901
855,Mon,Tizit,GMS Yannyu,13010202101
856,Mon,Tizit,GPS Longting,13010201101
857,Mon,Tizit,GPS Yannyu,13010202102
858,Mon,Tizit,GMS Nokyan,13010202602
859,Mon,Tizit,GMS Zangkham,13010202001
860,Mon,Tizit,GPS Zangkham Tingsa,13010202901
861,Mon,Tobu,GHS Bumei,13010100802
862,Mon,Tobu,GMS Changlangshu C,13010100705
863,Mon,Tobu,GPS Bumei,13010100801
864,Mon,Tobu,GPS Changlangshu A,13010100701
865,Mon,Tobu,GPS Changlangshu B,13010100702
866,Mon,Tobu,GPS Changlangshu Changsa,13010102302
867,Mon,Tobu,GPS Mienchangle,13010101701
868,Mon,Tobu,GMS Monyakshu,13010100907
869,Mon,Tobu,GPS Monyakshu A,13010100901
870,Mon,Tobu,GPS Monyakshu B,13010100902
871,Mon,Tobu,GPS Monyakshu C,13010100904
872,Mon,Tobu,GPS Monyakshu D,13010100906
873,Mon,Tobu,GPS Monyakshu Hq,13010101801
874,Mon,Tobu,GHS Mopong,13010101501
875,Mon,Tobu,GMS Yakshu A,13010100203
876,Mon,Tobu,GPS Yakshu B,13010100202
877,Mon,Tobu,GPS Yakshu Changle,13010102701
878,Mon,Tobu,GMS Pessao,13010101601
879,Mon,Tobu,GPS Pessao B,13010101602
880,Mon,Tobu,GPS Pessao C,13010101603
881,Mon,Tobu,GPS Pessao Changlu,13010101901
882,Mon,Tobu,GMS Shamnyu A,13010101203
883,Mon,Tobu,GPS Shamnyu B,13010101202
884,Mon,Tobu,GPS Wangshu Changle,13010102201
885,Mon,Tobu,GMS Tamkong,13010101103
886,Mon,Tobu,GPS Tamkoang B,13010101105
887,Mon,Tobu,GPS Tobu Station,13010101401
888,Mon,Tobu,GHSS Tobu Town,13010101402
889,Mon,Tobu,GMS Tobu Village A,13010101307
890,Mon,Tobu,GPS Kapjangyeang,13010102801
891,Mon,Tobu,GPS Tobu Town B,13010101406
892,Mon,Tobu,GPS Tobu Village C,13010101305
893,Mon,Tobu,GMS Ukha A,13010100104
894,Mon,Tobu,GPS Ukha B,13010100102
895,Mon,Tobu,GPS Changkhong,13010102401
896,Mon,Tobu,GMS Kenchenshu,13010100301
897,Mon,Tobu,GMS Yonghong,13010100503
898,Mon,Tobu,GPS Changnyu,13010100401
899,Mon,Tobu,GPS Yei,13010100601
900,Mon,Tobu,GPS Yonghong A,13010100501
901,Mon,Tobu,GPS Yonghong B,13010100502
902,Mon,Tobu,GMS Yongkhao,13010101001
903,Mon,Tobu,GPS Yongkhao B,13010101002
904,Mon,Tobu,GPS Shinnyu,13010102001
905,Mon,Wakching,GMS Chingdang,13010800202
906,Mon,Wakching,GPS Chingdang,13010800201
907,Mon,Wakching,GMS Kongan,13010800704
908,Mon,Wakching,GPS Kongan A,13010800701
909,Mon,Wakching,GHSS Naginimora,13010800804
910,Mon,Wakching,GPS B Naginimora,13010800802
911,Mon,Wakching,GPS Borjan,13010801101
912,Mon,Wakching,GMS Naginimora,13010800811
913,Mon,Wakching,GPS A Naginimora,13010800801
914,Mon,Wakching,GPS Hotahoti,13010800901
915,Mon,Wakching,GPS Namthai,13010801001
916,Mon,Wakching,GPS Upper Namthai,13010801601
917,Mon,Wakching,GMS Upper Tiru,13010801201
918,Mon,Wakching,GPS Lower Tiru,13010801301
919,Mon,Wakching,GPS Wapnyu,13010801901
920,Mon,Wakching,GPS Wakching Town,13010800506
921,Mon,Wakching,GHS Wakching,13010800505
922,Mon,Wakching,GPS Wakching A,13010800501
923,Mon,Wakching,GPS Wakching Chingla,13010801501
924,Mon,Wakching,GMS Wakching,13010800510
925,Mon,Wakching,GMS Shiyong,13010800403
926,Mon,Wakching,GMS Tanhai,13010800101
927,Mon,Wakching,GPS Wanching B,13010800603
928,Mon,Wakching,GMS Wanching,13010800601
929,Mon,Wakching,GPS Yongmouh,13010801701
930,Mon,Wakching,GMS Chingphoi,13010800302
931,Niuland,Niuland,GHS Aghunaqa,13060407901
932,Niuland,Niuland,GMS Hukhai,13060400602
933,Niuland,Niuland,GMS Nikihe,13060410602
934,Niuland,Niuland,GMS Zhekishe,13060406802
935,Niuland,Niuland,GMS Zutoi,13060406003
936,Niuland,Niuland,GPS Izhevi,13060401201
937,Niuland,Niuland,GPS Khutovi,13060406201
938,Niuland,Niuland,GPS R Hovishe,13060405001
939,Niuland,Niuland,GPS Tokishe,13060402101
940,Niuland,Niuland,GPS Vikheto,13060404101
941,Niuland,Niuland,GMS S Hetoi,13060409202
942,Niuland,Niuland,GPS Khehoyi,13060407201
943,Niuland,Niuland,GPS Nihokhu,13060403401
944,Niuland,Niuland,GPS Toshiho,13060407101
945,Niuland,Niuland,GMS Khehuto,13060405702
946,Niuland,Niuland,GMS P. Husto,13060408702
947,Niuland,Niuland,GMS Yehokhu,13060408302
948,Niuland,Niuland,GPS Ahoto,13060402701
949,Niuland,Niuland,GPS Akito,13060410901
950,Niuland,Niuland,GPS Lukuto,13060400101
951,Niuland,Niuland,GPS Phuhoto,13060401001
952,Niuland,Niuland,GPS Zhexuche,13060404301
953,Niuland,Niuland,GMS Hevikhe,13060402003
954,Niuland,Niuland,GMS Kiyezu A,13060405202
955,Niuland,Niuland,GPS Ghoshito,13060408201
956,Niuland,Niuland,GPS Hozheto,13060410201
957,Niuland,Niuland,GPS Kikheyi,13060403201
958,Niuland,Niuland,GPS Kiyezu B,13060403701
